gene	alteration	cancer_acronym	source
UBR5	mutation	ST	cgc
UGT1A1	mutation	CANCER	validated
UPF3B	mutation	LUAD	in_silico_predicted
UPF3B	mutation	LUSC	in_silico_predicted
USP6	mutation	CM	in_silico_predicted
VHL	mutation	CANCER	validated
VHL	mutation	CANCER-PR	predisposing
VHL	mutation	CM	in_silico_predicted
VHL	mutation	PHEO	cgc
VHL	mutation	R	"cgc,biomarker"
VHL	mutation	RCCC	"validated,in_silico_predicted"
VHL	mutation	UCEC	in_silico_predicted
VIM	mutation	CM	in_silico_predicted
WAS	mutation	LY	cgc
WASF3	mutation	CM	in_silico_predicted
WHSC1	mutation	HNSC	in_silico_predicted
WHSC1L1	mutation	PRAD	in_silico_predicted
WHSC1L1	mutation	RCCC	in_silico_predicted
WIPF1	mutation	CM	in_silico_predicted
WIPF1	mutation	COREAD	in_silico_predicted
WIPF1	mutation	LUSC	in_silico_predicted
WIPF1	mutation	STAD	in_silico_predicted
WIPF1	mutation	THCA	in_silico_predicted
WIPF1	mutation	UCEC	in_silico_predicted
WNK1	mutation	CM	in_silico_predicted
WNT5A	mutation	PRAD	in_silico_predicted
WRAP53	mutation	CANCER-PR	predisposing
WRN	mutation	CANCER	cgc
WRN	mutation	CANCER-PR	predisposing
WRN	mutation	MEN	cgc
WRN	mutation	OS	cgc
WT1	mutation	AML	"validated,in_silico_predicted"
WT1	mutation	CM	in_silico_predicted
WT1	mutation	COREAD	in_silico_predicted
WT1	mutation	DSRCT	cgc
WT1	mutation	ESCA	in_silico_predicted
WT1	mutation	GBM	in_silico_predicted
WT1	mutation	LUSC	in_silico_predicted
WT1	mutation	RCCC	in_silico_predicted
WT1	mutation	STAD	in_silico_predicted
WT1	mutation	WT	cgc
WWOX	mutation	ESCA	validated
XPA	mutation	BCC	cgc
XPA	mutation	CM	cgc
XPA	mutation	SCC	cgc
XPC	mutation	BCC	cgc
XPC	mutation	CM	cgc
XPC	mutation	SCC	cgc
XPC	mutation	SK-PR	predisposing
XPO1	mutation	CLL	"cgc,in_silico_predicted"
XRCC2	mutation	CANCER-PR	predisposing
XRN1	mutation	CM	in_silico_predicted
YBX1	mutation	CM	in_silico_predicted
YBX1	mutation	OV	in_silico_predicted
ZC3H11A	mutation	CM	in_silico_predicted
ZC3H11A	mutation	COREAD	in_silico_predicted
ZC3H11A	mutation	ESCA	in_silico_predicted
ZC3H11A	mutation	HNSC	in_silico_predicted
ZC3H11A	mutation	LUSC	in_silico_predicted
ZC3H11A	mutation	SCLC	in_silico_predicted
ZC3H11A	mutation	STAD	in_silico_predicted
ZC3H11A	mutation	THCA	in_silico_predicted
ZC3H11A	mutation	UCEC	in_silico_predicted
ZFHX3	mutation	PRAD	in_silico_predicted
ZFHX3	mutation	UCEC	in_silico_predicted
ZFP36L1	mutation	BRCA	in_silico_predicted
ZFP36L2	mutation	BLCA	in_silico_predicted
ZFP36L2	mutation	BRCA	in_silico_predicted
ZFP36L2	mutation	CM	in_silico_predicted
ZFP36L2	mutation	ESCA	in_silico_predicted
ZFP36L2	mutation	LUSC	in_silico_predicted
ZFP36L2	mutation	MM	in_silico_predicted
ZFP36L2	mutation	RCCC	in_silico_predicted
ZFP36L2	mutation	UCEC	in_silico_predicted
ZMYM2	mutation	BLCA	in_silico_predicted
ZMYM2	mutation	CM	in_silico_predicted
ZMYM2	mutation	LGG	in_silico_predicted
ZMYM2	mutation	LUAD	in_silico_predicted
ZMYM2	mutation	PRAD	in_silico_predicted
ZMYM2	mutation	STAD	in_silico_predicted
ZMYM2	mutation	UCEC	in_silico_predicted
ZNF292	mutation	LGG	in_silico_predicted
ZNF638	mutation	CM	in_silico_predicted
ZNF750	mutation	HNSC	in_silico_predicted
ZNF814	mutation	BLCA	in_silico_predicted
ZNF814	mutation	CM	in_silico_predicted
ZNF814	mutation	ESCA	in_silico_predicted
ZNF814	mutation	GBM	in_silico_predicted
ZNF814	mutation	LGG	in_silico_predicted
ZNF814	mutation	LUAD	in_silico_predicted
ZNF814	mutation	PRAD	in_silico_predicted
ZNF814	mutation	RCCC	in_silico_predicted
ZNF814	mutation	UCEC	in_silico_predicted
ZNRF3	mutation	COREAD	biomarker
ZRSR2	mutation	CLL	cgc
ZRSR2	mutation	MDS	cgc
AKT2	amplification	OV	cgc
AKT2	amplification	PA	cgc
APC	deletion	COREAD	"cgc,in_silico_predicted"
APC	deletion	PA	cgc
APC	deletion	DEST	cgc
APC	deletion	HB	cgc
APC	deletion	G	cgc
APC	deletion	CNS	cgc
ATM	deletion	TCPL	cgc
ATM	deletion	LK	cgc
ATM	deletion	LY	"cgc,biomarker"
ATM	deletion	MB	cgc
ATM	deletion	G	cgc
AXIN1	deletion	COREAD	cgc
AXIN1	deletion	ED	cgc
AXIN1	deletion	PRAD	cgc
AXIN1	deletion	HC	cgc
AXIN1	deletion	HB	cgc
AXIN1	deletion	MB	cgc
BRCA1	deletion	OV	"cgc,biomarker"
BRCA1	deletion	BRCA	cgc
BRCA2	deletion	BRCA	cgc
BRCA2	deletion	OV	"cgc,biomarker"
BRCA2	deletion	PA	cgc
BRCA2	deletion	L	cgc
CCNE1	amplification	OV	"cgc,in_silico_predicted"
CDKN2A	deletion	CM	"cgc,biomarker,in_silico_predicted"
CDKN2A	deletion	CANCER	"cgc,biomarker"
CDKN2A	deletion	PA	cgc
CDKN2C	deletion	G	"cgc,biomarker,in_silico_predicted"
CDKN2C	deletion	MM	cgc
EGFR	amplification	G	"cgc,in_silico_predicted"
EGFR	amplification	NSCLC	cgc
ERBB2	amplification	BRCA	"cgc,in_silico_predicted"
ERBB2	amplification	OV	"cgc,biomarker"
ERBB2	amplification	CANCER	cgc
ERBB2	amplification	NSCLC	cgc
ERBB2	amplification	ST	cgc
FANCA	deletion	AML	cgc
FANCA	deletion	LK	cgc
FANCC	deletion	AML	cgc
FANCC	deletion	LK	cgc
FANCD2	deletion	AML	cgc
FANCD2	deletion	LK	cgc
IKZF1	deletion	ALL	cgc
IKZF1	deletion	DLBCL	cgc
JUN	amplification	S	"cgc,in_silico_predicted"
KDM6A	deletion	RCCC	cgc
KDM6A	deletion	BLCA	"cgc,in_silico_predicted"
KDM6A	deletion	ESSC	cgc
KDM6A	deletion	MM	cgc
KDM6A	deletion	MB	cgc
KDM6A	deletion	TCALL	cgc
KDM6A	deletion	CANCER	cgc
MAP2K4	deletion	PA	cgc
MAP2K4	deletion	BRCA	"cgc,in_silico_predicted"
MAP2K4	deletion	COREAD	"cgc,in_silico_predicted"
MDM2	amplification	S	"cgc,in_silico_predicted"
MDM2	amplification	G	cgc
MDM2	amplification	COREAD	cgc
MDM2	amplification	CANCER	"cgc,biomarker"
MDM4	amplification	GBM	"cgc,in_silico_predicted"
MDM4	amplification	BLCA	cgc
MDM4	amplification	RB	cgc
MEN1	deletion	PATH	cgc
MEN1	deletion	PANC	cgc
MEN1	deletion	PIGA	cgc
MEN1	deletion	PAIS	cgc
MEN1	deletion	SOLID	cgc
MITF	amplification	CM	"cgc,in_silico_predicted"
MLH1	deletion	COREAD	cgc
MLH1	deletion	ED	cgc
MLH1	deletion	OV	cgc
MLH1	deletion	CNS	cgc
MSH2	deletion	COREAD	cgc
MSH2	deletion	ED	cgc
MSH2	deletion	OV	cgc
MYC	amplification	BLY	cgc
MYC	amplification	CLL	cgc
MYCL1	amplification	SCLC	cgc
MYCN	amplification	NB	"cgc,biomarker"
NF1	deletion	NF	cgc
NF1	deletion	G	"cgc,biomarker"
NF2	deletion	MEN	"cgc,biomarker"
NF2	deletion	R	cgc
NKX2-1	amplification	NSCLC	cgc
PRDM1	deletion	DLBCL	cgc
PTEN	deletion	G	"cgc,biomarker"
PTEN	deletion	PRAD	"cgc,in_silico_predicted"
PTEN	deletion	ED	"cgc,biomarker"
RB1	deletion	RB	"cgc,biomarker"
RB1	deletion	S	"cgc,in_silico_predicted"
RB1	deletion	BRCA	"cgc,in_silico_predicted"
RB1	deletion	SCLC	cgc
REL	amplification	HLY	cgc
SMAD4	deletion	COREAD	"cgc,in_silico_predicted"
SMAD4	deletion	PA	"cgc,in_silico_predicted"
SMAD4	deletion	SIN	cgc
SMARCB1	deletion	MRT	"cgc,biomarker"
SOX2	amplification	NSCLC	cgc
SOX2	amplification	ESCC	cgc
STK11	deletion	NSCLC	cgc
STK11	deletion	PA	cgc
STK11	deletion	OV	cgc
STK11	deletion	T	cgc
SUFU	deletion	MB	cgc
TNFAIP3	deletion	LY	cgc
TNFAIP3	deletion	HLY	cgc
TNFAIP3	deletion	BCL	cgc
TSC1	deletion	RCCC	cgc
TSC1	deletion	BLCA	cgc
TSC1	deletion	"RA-TSC,RCCC-TSC"	cgc
TSC2	deletion	RA	cgc
TSC2	deletion	HNSC	cgc
TSC2	deletion	RCCC	cgc
TSC2	deletion	"RA-TSC,RCCC-TSC"	cgc
VHL	deletion	R	cgc
VHL	deletion	PHEO	cgc
WT1	deletion	WT	cgc
WT1	deletion	DSRCT	cgc
AKT2	amplification	BRCA	biomarker
AKT2	amplification	CANCER	biomarker
AR	amplification	PRAD	biomarker
ATM	deletion	ST	biomarker
ATM	deletion	BLCA	biomarker
ATR	deletion	OV	biomarker
ATR	deletion	CANCER	biomarker
AURKA	amplification	PRAD	biomarker
AURKA	amplification	CANCER	biomarker
BAP1	deletion	MESO	biomarker
BAP1	deletion	CM	biomarker
BAP1	deletion	R	biomarker
BAP1	deletion	CANCER	biomarker
BCL2	amplification	LY	biomarker
CCND1	amplification	CM	"biomarker,in_silico_predicted"
CCND1	amplification	CANCER	biomarker
CCND2	amplification	CANCER	biomarker
CCND2	amplification	L	biomarker
CCND3	amplification	CANCER	biomarker
CCNE1	amplification	CANCER	biomarker
CD274	amplification	CANCER	biomarker
CD274	amplification	HLY	biomarker
CD274	amplification	LBCL	biomarker
CDK2	amplification	HLY	biomarker
CDK2	amplification	LBCL	biomarker
CDK4	amplification	LIP	biomarker
CDK4	amplification	LY	biomarker
CDK4	amplification	CANCER	biomarker
CDK6	amplification	CANCER	biomarker
CDK6	amplification	LIP	biomarker
CDK6	amplification	LY	biomarker
CDKN1A	deletion	CANCER	biomarker
CDKN1B	deletion	CANCER	biomarker
CDKN2A	deletion	G	"biomarker,in_silico_predicted"
CDKN2B	deletion	G	"biomarker,in_silico_predicted"
CDKN2B	deletion	CANCER	biomarker
CDKN2C	deletion	CANCER	biomarker
CHEK2	deletion	PRAD	biomarker
EGFR	amplification	COREAD	biomarker
EGFR	amplification	ED	biomarker
EPHA3	amplification	CANCER	biomarker
ERBB2	amplification	BT	biomarker
ERBB2	amplification	HNC	biomarker
ERBB2	amplification	COREAD	"biomarker,in_silico_predicted"
ERCC1	deletion	L	biomarker
FANCC	deletion	BLCA	biomarker
FBXW7	deletion	COREAD	biomarker
FGF3	amplification	BRCA	biomarker
FGF4	amplification	BRCA	biomarker
FGFR1	amplification	BRCA	biomarker
FGFR1	amplification	LUSC	biomarker
FGFR1	amplification	HNC	biomarker
FGFR2	amplification	ST	biomarker
FRS2	amplification	LIP	biomarker
INPP4B	deletion	BRCA	biomarker
JAK2	amplification	LBCL	biomarker
MDM4	amplification	S	biomarker
MET	amplification	COREAD	biomarker
MET	amplification	NSCLC	biomarker
MET	amplification	ST	biomarker
MYC	amplification	MYMA	biomarker
MYC	amplification	NB	biomarker
MYC	amplification	PRAD	biomarker
NF1	deletion	MPN	biomarker
NF1	deletion	LK	biomarker
NF1	deletion	CM	biomarker
NF2	deletion	PEC	biomarker
NF2	deletion	SCHW	biomarker
PAK1	amplification	CM	biomarker
PDPK1	amplification	BRCA	biomarker
PTEN	deletion	BRCA	"biomarker,in_silico_predicted"
PTEN	deletion	OV	"biomarker,in_silico_predicted"
PTEN	deletion	THCA	biomarker
PTEN	deletion	CANCER	biomarker
PTEN	deletion	L	biomarker
PTEN	deletion	SOLID	biomarker
RB1	deletion	BLCA	"biomarker,in_silico_predicted"
RICTOR	amplification	L	biomarker
SETD2	deletion	CANCER	biomarker
SH2B3	deletion	MDPS	biomarker
STK11	deletion	LUAD	biomarker
STK11	deletion	CANCER	biomarker
SYK	amplification	MCL	biomarker
SYK	amplification	CLL	biomarker
TERT	amplification	GBM	biomarker
TERT	amplification	ALM	biomarker
TP53	deletion	BCL	biomarker
TP53	deletion	THYM	biomarker
ABL1	amplification	G	in_silico_predicted
ACTB	amplification	CM	in_silico_predicted
ACTB	amplification	STAD	in_silico_predicted
ACTG1	amplification	CM	in_silico_predicted
AHR	amplification	BLCA	in_silico_predicted
AHR	amplification	PRAD	in_silico_predicted
AKAP9	amplification	LUSC	in_silico_predicted
AKT1	amplification	LUSC	in_silico_predicted
AKT1	amplification	OV	in_silico_predicted
APC	deletion	LUAD	in_silico_predicted
APC	deletion	STAD	in_silico_predicted
ARHGEF12	amplification	G	in_silico_predicted
ARHGEF2	amplification	PA	in_silico_predicted
ARHGEF2	amplification	CM	in_silico_predicted
ARHGEF2	amplification	UCS	in_silico_predicted
ARID1A	deletion	STAD	in_silico_predicted
ARID2	deletion	G	in_silico_predicted
ARNT	amplification	BLCA	in_silico_predicted
ARNT	amplification	CESC	in_silico_predicted
ARNT	amplification	ESCA	in_silico_predicted
ARNT	amplification	LUAD	in_silico_predicted
ARNT	amplification	LUSC	in_silico_predicted
ARNT	amplification	PCPG	in_silico_predicted
ARNT	amplification	S	in_silico_predicted
ARNT	amplification	CM	in_silico_predicted
ARNT	amplification	STAD	in_silico_predicted
ASH1L	amplification	CESC	in_silico_predicted
ASH1L	amplification	CM	in_silico_predicted
ASPSCR1	amplification	BLCA	in_silico_predicted
ASPSCR1	amplification	S	in_silico_predicted
ASPSCR1	amplification	CM	in_silico_predicted
ATM	deletion	CESC	in_silico_predicted
ATM	deletion	STAD	in_silico_predicted
ATRX	deletion	G	in_silico_predicted
ATRX	deletion	S	in_silico_predicted
B2M	deletion	LUAD	in_silico_predicted
B2M	deletion	LUSC	in_silico_predicted
BARD1	deletion	HNSC	in_silico_predicted
BCL11A	amplification	LUSC	in_silico_predicted
BCL11B	amplification	LUSC	in_silico_predicted
BCL3	amplification	STAD	in_silico_predicted
BCL6	amplification	BLCA	in_silico_predicted
BCL7A	amplification	PRAD	in_silico_predicted
BCL9	amplification	ESCA	in_silico_predicted
BCL9	amplification	LUSC	in_silico_predicted
BCR	amplification	LUAD	in_silico_predicted
BIRC3	amplification	BLCA	in_silico_predicted
BIRC3	amplification	CESC	in_silico_predicted
BIRC3	amplification	S	in_silico_predicted
BPTF	amplification	BLCA	in_silico_predicted
BPTF	amplification	COREAD	in_silico_predicted
BRAF	amplification	G	in_silico_predicted
BRAF	amplification	CM	in_silico_predicted
BRD3	amplification	G	in_silico_predicted
BRD3	amplification	PRAD	in_silico_predicted
BRD4	amplification	OV	in_silico_predicted
BTK	amplification	RCCC	in_silico_predicted
BUB1B	deletion	COREAD	in_silico_predicted
CANT1	amplification	S	in_silico_predicted
CANT1	amplification	CM	in_silico_predicted
CAT	amplification	BLCA	in_silico_predicted
CAT	amplification	ESCA	in_silico_predicted
CAT	amplification	HNSC	in_silico_predicted
CBFB	amplification	BLCA	in_silico_predicted
CBL	amplification	G	in_silico_predicted
CCND1	amplification	BLCA	in_silico_predicted
CCND1	amplification	BRCA	in_silico_predicted
CCND1	amplification	ESCA	in_silico_predicted
CCND1	amplification	HC	in_silico_predicted
CCND1	amplification	LUAD	in_silico_predicted
CCND1	amplification	PRAD	in_silico_predicted
CCND1	amplification	STAD	in_silico_predicted
CCND2	amplification	COREAD	in_silico_predicted
CCND2	amplification	GBM	in_silico_predicted
CCND3	amplification	COREAD	in_silico_predicted
CCND3	amplification	LUAD	in_silico_predicted
CCND3	amplification	S	in_silico_predicted
CCNE1	amplification	BLCA	in_silico_predicted
CCNE1	amplification	BRCA	in_silico_predicted
CCNE1	amplification	ESCA	in_silico_predicted
CCNE1	amplification	HC	in_silico_predicted
CCNE1	amplification	LUAD	in_silico_predicted
CCNE1	amplification	LUSC	in_silico_predicted
CCNE1	amplification	S	in_silico_predicted
CCNE1	amplification	STAD	in_silico_predicted
CCNE1	amplification	UCEC	in_silico_predicted
CD274	amplification	BLCA	in_silico_predicted
CD274	amplification	HNSC	in_silico_predicted
CD274	amplification	STAD	in_silico_predicted
CDK4	amplification	ACC	in_silico_predicted
CDK4	amplification	GBM	in_silico_predicted
CDK4	amplification	G	in_silico_predicted
CDK4	amplification	LUAD	in_silico_predicted
CDK4	amplification	CM	in_silico_predicted
CDK6	amplification	ESCA	in_silico_predicted
CDK6	amplification	HNSC	in_silico_predicted
CDK6	amplification	LUSC	in_silico_predicted
CDK6	amplification	STAD	in_silico_predicted
CDKN1B	deletion	PRAD	in_silico_predicted
CDKN2A	deletion	BLCA	in_silico_predicted
CDKN2A	deletion	BRCA	in_silico_predicted
CDKN2A	deletion	CH	in_silico_predicted
CDKN2A	deletion	COREAD	in_silico_predicted
CDKN2A	deletion	DLBCL	in_silico_predicted
CDKN2A	deletion	ESCA	in_silico_predicted
CDKN2A	deletion	GBM	in_silico_predicted
CDKN2A	deletion	HNSC	in_silico_predicted
CDKN2A	deletion	RCCC	in_silico_predicted
CDKN2A	deletion	RPC	in_silico_predicted
CDKN2A	deletion	HC	in_silico_predicted
CDKN2A	deletion	LUAD	in_silico_predicted
CDKN2A	deletion	LUSC	in_silico_predicted
CDKN2A	deletion	S	in_silico_predicted
CDKN2A	deletion	STAD	in_silico_predicted
CDKN2B	deletion	BRCA	in_silico_predicted
CDKN2B	deletion	GBM	in_silico_predicted
CDKN2B	deletion	RCCC	in_silico_predicted
CDKN2B	deletion	RPC	in_silico_predicted
CDKN2B	deletion	S	in_silico_predicted
CDKN2C	deletion	GBM	in_silico_predicted
CDX2	amplification	COREAD	in_silico_predicted
CEBPA	amplification	HC	in_silico_predicted
CHCHD7	amplification	COREAD	in_silico_predicted
CHCHD7	amplification	S	in_silico_predicted
CHCHD7	amplification	UCS	in_silico_predicted
CHD6	amplification	COREAD	in_silico_predicted
CHIC2	amplification	S	in_silico_predicted
CIC	deletion	PRAD	in_silico_predicted
CLTC	amplification	BLCA	in_silico_predicted
CLTCL1	amplification	LUSC	in_silico_predicted
CNBP	amplification	PRAD	in_silico_predicted
CNOT3	amplification	BLCA	in_silico_predicted
COX6C	amplification	PRAD	in_silico_predicted
COX6C	amplification	S	in_silico_predicted
CREB3L1	amplification	STAD	in_silico_predicted
CREB3L2	amplification	G	in_silico_predicted
CREB3L2	amplification	CM	in_silico_predicted
CREBBP	deletion	BLCA	in_silico_predicted
CREBBP	deletion	LUSC	in_silico_predicted
CRTC3	amplification	CESC	in_silico_predicted
CRTC3	amplification	ESCA	in_silico_predicted
CRTC3	amplification	CM	in_silico_predicted
CSDE1	deletion	HNSC	in_silico_predicted
CSDE1	deletion	LUAD	in_silico_predicted
CSDE1	deletion	LUSC	in_silico_predicted
CTTN	amplification	CESC	in_silico_predicted
CTTN	amplification	ESCA	in_silico_predicted
CTTN	amplification	LUSC	in_silico_predicted
CUL3	deletion	HNSC	in_silico_predicted
CUL3	deletion	LUSC	in_silico_predicted
DCC	deletion	HNSC	in_silico_predicted
DDX5	amplification	BLCA	in_silico_predicted
DLC1	deletion	BLCA	in_silico_predicted
DLG1	amplification	BLCA	in_silico_predicted
EGFR	amplification	BLCA	in_silico_predicted
EGFR	amplification	CESC	in_silico_predicted
EGFR	amplification	ESCA	in_silico_predicted
EGFR	amplification	HNSC	in_silico_predicted
EGFR	amplification	LUAD	in_silico_predicted
EGFR	amplification	LUSC	in_silico_predicted
EGFR	amplification	STAD	in_silico_predicted
EIF4A2	amplification	BLCA	in_silico_predicted
EIF4G1	amplification	BLCA	in_silico_predicted
ELF1	deletion	CESC	in_silico_predicted
ERBB2	amplification	BLCA	in_silico_predicted
ERBB2	amplification	CESC	in_silico_predicted
ERBB2	amplification	ESCA	in_silico_predicted
ERBB2	amplification	HNSC	in_silico_predicted
ERBB2	amplification	LUAD	in_silico_predicted
ERBB2	amplification	PA	in_silico_predicted
ERBB2	amplification	STAD	in_silico_predicted
ERBB2	amplification	UCEC	in_silico_predicted
ERBB2IP	deletion	LUSC	in_silico_predicted
ERBB3	amplification	UCEC	in_silico_predicted
ETV5	amplification	BLCA	in_silico_predicted
EWSR1	amplification	BLCA	in_silico_predicted
F8	amplification	CESC	in_silico_predicted
F8	amplification	HNSC	in_silico_predicted
F8	amplification	LUSC	in_silico_predicted
F8	amplification	OV	in_silico_predicted
FAF1	deletion	GBM	in_silico_predicted
FAF1	deletion	G	in_silico_predicted
FAT1	deletion	BLCA	in_silico_predicted
FAT1	deletion	BRCA	in_silico_predicted
FAT1	deletion	CESC	in_silico_predicted
FAT1	deletion	ESCA	in_silico_predicted
FAT1	deletion	HNSC	in_silico_predicted
FAT1	deletion	LUSC	in_silico_predicted
FGFR1	amplification	HNSC	in_silico_predicted
FGFR1	amplification	PA	in_silico_predicted
FGFR1	amplification	PRAD	in_silico_predicted
FGFR1	amplification	S	in_silico_predicted
FGFR1	amplification	UCEC	in_silico_predicted
FGFR2	amplification	STAD	in_silico_predicted
FGFR3	amplification	BLCA	in_silico_predicted
FGFR3	amplification	UCEC	in_silico_predicted
FGFR3	amplification	UCS	in_silico_predicted
FIP1L1	amplification	GBM	in_silico_predicted
FIP1L1	amplification	G	in_silico_predicted
FIP1L1	amplification	S	in_silico_predicted
FNBP1	amplification	G	in_silico_predicted
FRG1	deletion	BLCA	in_silico_predicted
FRG1	deletion	BRCA	in_silico_predicted
FRG1	deletion	CESC	in_silico_predicted
FRG1	deletion	LUAD	in_silico_predicted
FRG1	deletion	LUSC	in_silico_predicted
FRG1	deletion	S	in_silico_predicted
GJB2	deletion	LUAD	in_silico_predicted
GNAS	amplification	S	in_silico_predicted
H3F3A	amplification	UCEC	in_silico_predicted
HCFC1	amplification	LUSC	in_silico_predicted
HNRNPA2B1	amplification	PRAD	in_silico_predicted
HOOK3	amplification	UCS	in_silico_predicted
HSP90AA1	amplification	LUSC	in_silico_predicted
HSP90AB1	amplification	COREAD	in_silico_predicted
HSPA8	amplification	G	in_silico_predicted
IDH2	amplification	CESC	in_silico_predicted
IDH2	amplification	ESCA	in_silico_predicted
IDH2	amplification	CM	in_silico_predicted
ING2	deletion	BLCA	in_silico_predicted
ING2	deletion	BRCA	in_silico_predicted
ING2	deletion	COREAD	in_silico_predicted
ING2	deletion	ESCA	in_silico_predicted
ING2	deletion	LUAD	in_silico_predicted
ING2	deletion	S	in_silico_predicted
ING2	deletion	STAD	in_silico_predicted
IRF2	deletion	BLCA	in_silico_predicted
IRF2	deletion	BRCA	in_silico_predicted
IRF2	deletion	COREAD	in_silico_predicted
IRF2	deletion	ESCA	in_silico_predicted
IRF2	deletion	HC	in_silico_predicted
IRF2	deletion	LUAD	in_silico_predicted
IRF2	deletion	STAD	in_silico_predicted
JAK1	deletion	PRAD	in_silico_predicted
JAK2	amplification	BLCA	in_silico_predicted
JAK2	amplification	HNSC	in_silico_predicted
JAK2	amplification	STAD	in_silico_predicted
KDM5A	amplification	BRCA	in_silico_predicted
KDM5A	amplification	HNSC	in_silico_predicted
KDM5A	amplification	LUSC	in_silico_predicted
KDM5A	amplification	OV	in_silico_predicted
KDM5A	amplification	PA	in_silico_predicted
KDM6A	deletion	CESC	in_silico_predicted
KDM6A	deletion	LUSC	in_silico_predicted
KIAA1549	amplification	G	in_silico_predicted
KIF5B	amplification	STAD	in_silico_predicted
KIT	amplification	S	in_silico_predicted
KRAS	amplification	BLCA	in_silico_predicted
KRAS	amplification	ESCA	in_silico_predicted
KRAS	amplification	LUAD	in_silico_predicted
KRAS	amplification	OV	in_silico_predicted
KRAS	amplification	STAD	in_silico_predicted
KRAS	amplification	UCEC	in_silico_predicted
LIFR	amplification	LUSC	in_silico_predicted
LIFR	amplification	STAD	in_silico_predicted
LMO2	amplification	BLCA	in_silico_predicted
LPP	amplification	BLCA	in_silico_predicted
LRP1B	deletion	BLCA	in_silico_predicted
LRP1B	deletion	ESCA	in_silico_predicted
LRP1B	deletion	HNSC	in_silico_predicted
LRP1B	deletion	HC	in_silico_predicted
LRP1B	deletion	LUAD	in_silico_predicted
LRP1B	deletion	LUSC	in_silico_predicted
MACF1	amplification	OV	in_silico_predicted
MAD1L1	deletion	BRCA	in_silico_predicted
MAP2K4	deletion	OV	in_silico_predicted
MAP2K4	deletion	STAD	in_silico_predicted
MAP4K1	amplification	LUSC	in_silico_predicted
MCC	deletion	LUSC	in_silico_predicted
MDM2	amplification	BLCA	in_silico_predicted
MDM2	amplification	GBM	in_silico_predicted
MDM2	amplification	HNSC	in_silico_predicted
MDM2	amplification	LUAD	in_silico_predicted
MDM2	amplification	LUSC	in_silico_predicted
MDM2	amplification	CM	in_silico_predicted
MDM4	amplification	G	in_silico_predicted
MET	amplification	HC	in_silico_predicted
MET	amplification	LUAD	in_silico_predicted
MGA	deletion	COREAD	in_silico_predicted
MGA	deletion	LUAD	in_silico_predicted
MGA	deletion	OV	in_silico_predicted
MLLT11	amplification	LUSC	in_silico_predicted
MLLT11	amplification	PCPG	in_silico_predicted
MLLT11	amplification	S	in_silico_predicted
MLLT11	amplification	CM	in_silico_predicted
MNX1	amplification	OV	in_silico_predicted
MSR1	deletion	BLCA	in_silico_predicted
MTCP1	amplification	CESC	in_silico_predicted
MTCP1	amplification	HNSC	in_silico_predicted
MTCP1	amplification	OV	in_silico_predicted
MTCP1	amplification	STAD	in_silico_predicted
MUC1	amplification	CM	in_silico_predicted
MYB	amplification	BLCA	in_silico_predicted
MYB	amplification	ESCA	in_silico_predicted
MYC	amplification	BRCA	in_silico_predicted
MYC	amplification	COREAD	in_silico_predicted
MYC	amplification	G	in_silico_predicted
MYC	amplification	HC	in_silico_predicted
MYC	amplification	LUAD	in_silico_predicted
MYC	amplification	OV	in_silico_predicted
MYC	amplification	S	in_silico_predicted
MYC	amplification	CM	in_silico_predicted
MYC	amplification	UCEC	in_silico_predicted
MYC	amplification	UCS	in_silico_predicted
MYCN	amplification	BLCA	in_silico_predicted
MYCN	amplification	UCEC	in_silico_predicted
NCOA2	amplification	S	in_silico_predicted
NCOR1	deletion	HC	in_silico_predicted
NDRG1	amplification	G	in_silico_predicted
NDRG1	amplification	HC	in_silico_predicted
NDRG1	amplification	CM	in_silico_predicted
NF1	deletion	LUSC	in_silico_predicted
NF1	deletion	OV	in_silico_predicted
NF1	deletion	S	in_silico_predicted
NF1	deletion	UCEC	in_silico_predicted
NFE2L2	amplification	HNSC	in_silico_predicted
NFE2L2	amplification	LUSC	in_silico_predicted
NFIB	amplification	HNSC	in_silico_predicted
NOTCH1	deletion	HNSC	in_silico_predicted
NOTCH1	amplification	G	in_silico_predicted
NOTCH2	amplification	COREAD	in_silico_predicted
NOTCH2	deletion	HNSC	in_silico_predicted
NOTCH2	amplification	LUSC	in_silico_predicted
NOTCH2	amplification	CM	in_silico_predicted
NPM1	amplification	RCCC	in_silico_predicted
NPM1	deletion	LUAD	in_silico_predicted
NPM1	amplification	PRAD	in_silico_predicted
NR2F2	amplification	S	in_silico_predicted
NR2F2	amplification	CM	in_silico_predicted
NSD1	amplification	RCCC	in_silico_predicted
NTN4	amplification	PRAD	in_silico_predicted
NTRK1	amplification	G	in_silico_predicted
NUMA1	amplification	ESCA	in_silico_predicted
NUP107	amplification	LUSC	in_silico_predicted
NUP107	amplification	CM	in_silico_predicted
NUP214	amplification	G	in_silico_predicted
PCSK6	amplification	LUSC	in_silico_predicted
PCSK6	amplification	OV	in_silico_predicted
PCSK6	amplification	S	in_silico_predicted
PCSK6	amplification	CM	in_silico_predicted
PDCD1LG2	amplification	BLCA	in_silico_predicted
PDCD1LG2	amplification	HNSC	in_silico_predicted
PDE4DIP	amplification	ESCA	in_silico_predicted
PDE4DIP	amplification	LUSC	in_silico_predicted
